reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.2,0.0
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.25,0.0
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.3,0.0474569396499005
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.35,1.438257402654632
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.4,2.7579910353723123
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.45,4.034848598179569
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.5,5.291462066730309
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.55,6.5480755352810505
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.6,7.824933098088307
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.65,9.144666730805987
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.7,10.535467193810716
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.75,12.036359568691125
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.8,13.707674402459451
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.85,15.655795961668208
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.9,18.10697772217631
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.95,21.73999833624503
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.975,24.89110191213085
2025-11-22,1,wk inc flu hosp,2025-12-06,38,quantile,0.99,28.55494080713872
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.01,0.0
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.025,0.0
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.05,1.9210716665618683
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.1,5.554092280630595
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.15,8.0052740411387
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.2,9.953395600347456
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.25,11.62471043411578
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.3,13.125602808996188
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.35,14.51640327200092
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.4,15.8361369047186
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.45,17.11299446752586
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.5,18.369607936076598
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.55,19.62622140462734
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.6,20.903078967434595
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.65,22.222812600152274
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.7,23.613613063157004
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.75,25.114505438037416
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.8,26.78582027180574
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.85,28.733941831014498
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.9,31.1851235915226
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.95,34.818144205591324
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.975,37.96924778147714
2025-11-29,1,wk inc flu hosp,2025-12-13,38,quantile,0.99,41.63308667648501
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.01,0.0
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.025,0.0
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.05,0.0
