location,n_forecasts,actual_mean,actual_std,model_median_mean,mean_bias_applied,date_range
Louisiana,9,409.77777777777777,154.33281337405413,398.9216517529471,0.0,2025-12-06 to 2026-01-31
Louisiana,5,308.6,19.12694434560837,378.8268553926563,0.0,2026-01-10 to 2026-02-07
Louisiana,5,345.8,39.3517471022571,342.1507112490711,0.0,2026-01-17 to 2026-02-14
Maine,9,111.11111111111111,65.10580183131735,88.64374743953344,0.0,2025-12-06 to 2026-01-31
Maine,5,74.6,24.32776191925595,83.46262845728147,0.0,2026-01-10 to 2026-02-07
Maine,5,62.8,12.155657119218196,72.3604452639254,0.0,2026-01-17 to 2026-02-14
Maryland,9,366.44444444444446,243.6997748191688,341.13587410644936,0.0,2025-12-06 to 2026-01-31
Maryland,5,145.8,75.22074182032506,269.7487726330916,0.0,2026-01-10 to 2026-02-07
Maryland,5,102.0,37.427262790645,211.80548833912044,0.0,2026-01-17 to 2026-02-14
Massachusetts,9,517.5555555555555,354.4194348543391,509.5637428929588,0.0,2025-12-06 to 2026-01-31
Massachusetts,5,226.4,141.33874203487167,373.8029985467821,0.0,2026-01-10 to 2026-02-07
Massachusetts,5,147.4,70.86494196709683,219.2640047406368,0.0,2026-01-17 to 2026-02-14
Michigan,9,588.0,337.0984030418022,544.3091689363822,0.0,2025-12-06 to 2026-01-31
Michigan,5,362.2,98.39390225008864,519.5347677329034,0.0,2026-01-10 to 2026-02-07
Michigan,5,326.2,46.24456724848877,382.80360308833286,0.0,2026-01-17 to 2026-02-14
Minnesota,9,515.0,305.9219217745309,458.5184866290526,0.0,2025-12-06 to 2026-01-31
Minnesota,5,266.2,90.0342157182479,350.94065966088425,0.0,2026-01-10 to 2026-02-07
Minnesota,5,223.4,53.570887616316384,285.8525266972975,0.0,2026-01-17 to 2026-02-14
Mississippi,9,153.55555555555554,51.84402057263501,179.7645450532532,0.0,2025-12-06 to 2026-01-31
Mississippi,5,159.8,38.03366929445541,189.84839487767263,0.0,2026-01-10 to 2026-02-07
Mississippi,5,177.6,46.6158771235724,174.11741912672124,0.0,2026-01-17 to 2026-02-14
Missouri,9,483.55555555555554,244.5663332472904,531.8259326091975,0.0,2025-12-06 to 2026-01-31
Missouri,5,436.6,51.35601230625291,520.4986604258685,0.0,2026-01-10 to 2026-02-07
Missouri,5,410.8,56.32193178505155,450.62708164702747,0.0,2026-01-17 to 2026-02-14
Montana,9,82.11111111111111,39.48964546264542,76.2659906478777,0.0,2025-12-06 to 2026-01-31
Montana,5,73.8,7.386474125047755,74.12239036507668,0.0,2026-01-10 to 2026-02-07
Montana,5,66.8,15.866946776238962,56.7410372247039,0.0,2026-01-17 to 2026-02-14
Nebraska,9,128.88888888888889,48.90454294835659,97.48479461985109,0.0,2025-12-06 to 2026-01-31
Nebraska,5,135.6,7.939773296511683,133.08269569539567,0.0,2026-01-10 to 2026-02-07
Nebraska,5,136.0,8.438009243891594,128.2287742354594,0.0,2026-01-17 to 2026-02-14
Nevada,9,147.0,71.15554167534044,153.83875056984868,0.0,2025-12-06 to 2026-01-31
Nevada,5,112.4,11.056219968868204,143.15501509583538,0.0,2026-01-10 to 2026-02-07
Nevada,5,101.2,17.565876010037186,122.91280864092155,0.0,2026-01-17 to 2026-02-14
New Hampshire,9,134.33333333333334,83.54107439524053,90.74663784122862,0.0,2025-12-06 to 2026-01-31
New Hampshire,5,80.0,47.227110858065416,84.23607565309142,0.0,2026-01-10 to 2026-02-07
New Hampshire,5,67.6,25.554647326856227,58.85782364849472,0.0,2026-01-17 to 2026-02-14
New Jersey,9,844.1111111111111,509.542157114152,776.1742890219421,0.0,2025-12-06 to 2026-01-31
New Jersey,5,347.4,170.88545871430955,601.7944021816467,0.0,2026-01-10 to 2026-02-07
New Jersey,5,263.0,78.16648898345122,376.7756212070761,0.0,2026-01-17 to 2026-02-14
New Mexico,9,199.88888888888889,114.98641895115212,196.55106115350725,0.0,2025-12-06 to 2026-01-31
New Mexico,5,139.4,22.61503924383064,153.6934999628306,0.0,2026-01-10 to 2026-02-07
New Mexico,5,109.2,31.530302884685398,125.14500936884396,0.0,2026-01-17 to 2026-02-14
New York,9,1962.4444444444443,1346.6755866957972,1700.5158972199415,0.0,2025-12-06 to 2026-01-31
New York,5,558.6,373.1217495670817,1192.705141564472,0.0,2026-01-10 to 2026-02-07
New York,5,380.8,158.0017721419605,684.8440631139067,0.0,2026-01-17 to 2026-02-14
North Carolina,9,1091.111111111111,780.4858094580786,901.6656287306308,0.0,2025-12-06 to 2026-01-31
North Carolina,5,433.0,119.02436725309656,708.1412045251784,0.0,2026-01-10 to 2026-02-07
North Carolina,5,368.6,83.8679915104684,438.9437826329322,0.0,2026-01-17 to 2026-02-14
North Dakota,9,79.11111111111111,38.72823960897108,58.29851806186444,0.0,2025-12-06 to 2026-01-31
North Dakota,5,60.0,22.777181564012697,75.06995747641948,0.0,2026-01-10 to 2026-02-07
North Dakota,5,45.0,19.204166214652485,51.06299983851571,0.0,2026-01-17 to 2026-02-14
Ohio,9,969.1111111111112,519.2123189012038,837.5079886252522,0.0,2025-12-06 to 2026-01-31
Ohio,5,633.2,143.89218185850126,553.0575331957916,0.0,2026-01-10 to 2026-02-07
Ohio,5,605.8,78.3540681777277,458.89545174624817,0.0,2026-01-17 to 2026-02-14
Oklahoma,9,166.11111111111111,60.35164444863389,218.4453368692592,0.0,2025-12-06 to 2026-01-31
Oklahoma,5,193.0,27.018512172212592,260.03330569752416,0.0,2026-01-10 to 2026-02-07
Oklahoma,5,232.0,46.93825731745907,231.70251354084695,0.0,2026-01-17 to 2026-02-14
Oregon,9,199.44444444444449,113.11067452437028,200.22634460954964,0.0,2025-12-06 to 2026-01-31
Oregon,5,349.8,126.0180939389261,228.9012126356311,0.0,2026-01-10 to 2026-02-07
Oregon,5,361.0,122.80553733443782,215.7391730399092,0.0,2026-01-17 to 2026-02-14
Pennsylvania,9,1639.0,828.6796727324738,1525.901611252451,0.0,2025-12-06 to 2026-01-31
Pennsylvania,5,1145.8,391.8711012565229,1499.9347871362256,0.0,2026-01-10 to 2026-02-07
Pennsylvania,5,919.2,181.83333027803235,1051.5209352443112,0.0,2026-01-17 to 2026-02-14
Puerto Rico,9,262.1111111111111,74.38704254616816,270.24862223366114,0.0,2025-12-06 to 2026-01-31
Puerto Rico,5,197.8,56.09777179175658,266.6104001471895,0.0,2026-01-10 to 2026-02-07
Puerto Rico,5,174.4,26.35602397934863,215.68251208282533,0.0,2026-01-17 to 2026-02-14
Rhode Island,9,118.22222222222224,80.65671808869678,72.64159920187564,0.0,2025-12-06 to 2026-01-31
Rhode Island,5,42.4,25.663982543634965,45.165106495633225,0.0,2026-01-10 to 2026-02-07
Rhode Island,5,28.8,17.151093259614676,28.963332413915538,0.0,2026-01-17 to 2026-02-14
South Carolina,9,420.6666666666667,269.794572056428,375.0397399369477,0.0,2025-12-06 to 2026-01-31
South Carolina,5,255.4,23.70316434571553,312.0892661132467,0.0,2026-01-10 to 2026-02-07
South Carolina,5,248.4,9.478396488858229,242.4487845478837,0.0,2026-01-17 to 2026-02-14
South Dakota,9,57.66666666666666,26.072548356034893,51.96039991199464,0.0,2025-12-06 to 2026-01-31
South Dakota,5,59.2,12.734205903785284,56.85541603846169,0.0,2026-01-10 to 2026-02-07
South Dakota,5,55.8,7.30479294709987,56.57958412518811,0.0,2026-01-17 to 2026-02-14
Tennessee,9,449.44444444444446,236.7648205433265,428.2470636931248,0.0,2025-12-06 to 2026-01-31
Tennessee,5,328.2,22.69273011340857,354.0102504637836,0.0,2026-01-10 to 2026-02-07
Tennessee,5,328.8,22.37319825147938,286.22037266683367,0.0,2026-01-17 to 2026-02-14
Texas,9,1597.2222222222222,560.6127159492108,1653.6278837698358,0.0,2025-12-06 to 2026-01-31
Texas,5,1236.2,64.63249956484741,1513.6895771095874,0.0,2026-01-10 to 2026-02-07
Texas,5,1215.0,152.02236677541893,1311.713545353256,0.0,2026-01-17 to 2026-02-14
US,9,22971.11111111111,10322.391329795248,22814.51504117648,0.0,2025-12-06 to 2026-01-31
US,5,16197.4,1908.392894558141,19324.06860470397,0.0,2026-01-10 to 2026-02-07
US,5,15365.4,1179.4046972943595,15477.59044461072,0.0,2026-01-17 to 2026-02-14
Utah,9,131.0,69.23229817874827,150.16919234933027,0.0,2025-12-06 to 2026-01-31
Utah,5,80.2,11.08873302050329,126.8523449299153,0.0,2026-01-10 to 2026-02-07
Utah,5,74.4,9.604165762834375,100.61910880146868,0.0,2026-01-17 to 2026-02-14
Vermont,9,31.55555555555556,15.093126552699491,33.44142008980511,0.0,2025-12-06 to 2026-01-31
Vermont,5,25.8,5.878775382679628,36.09649137790132,0.0,2026-01-10 to 2026-02-07
Vermont,5,23.4,4.923413450036469,34.22905214118679,0.0,2026-01-17 to 2026-02-14
Virginia,9,547.4444444444445,304.6772832253501,540.0652510555205,0.0,2025-12-06 to 2026-01-31
Virginia,5,355.0,98.319886086183,498.3258483765,0.0,2026-01-10 to 2026-02-07
Virginia,5,320.2,83.56650046519836,341.0665653100745,0.0,2026-01-17 to 2026-02-14
Washington,9,218.0,89.76512562113294,230.4908543937081,0.0,2025-12-06 to 2026-01-31
Washington,5,266.0,42.014283285568496,328.54999339388144,0.0,2026-01-10 to 2026-02-07
Washington,5,273.2,39.46340076577283,321.0008602644542,0.0,2026-01-17 to 2026-02-14
West Virginia,9,158.44444444444446,65.38112386633233,147.87423587100076,0.0,2025-12-06 to 2026-01-31
West Virginia,5,167.4,31.689745975630665,192.9810430157764,0.0,2026-01-10 to 2026-02-07
West Virginia,5,164.0,32.723080539582455,157.61956047450212,0.0,2026-01-17 to 2026-02-14
Wisconsin,9,484.1111111111111,278.1791766487701,455.35592981998445,0.0,2025-12-06 to 2026-01-31
Wisconsin,5,323.2,74.5423369636343,414.7523669778655,0.0,2026-01-10 to 2026-02-07
Wisconsin,5,280.4,43.55043053748148,293.4607692529206,0.0,2026-01-17 to 2026-02-14
Wyoming,9,32.55555555555556,18.00685740434035,39.36202493307867,0.0,2025-12-06 to 2026-01-31
Wyoming,5,20.2,6.4,31.45071317928388,0.0,2026-01-10 to 2026-02-07
Wyoming,5,17.0,6.6932802122726045,23.67522283546064,0.0,2026-01-17 to 2026-02-14
